OGID	OG_Merge_Status	phyloOGID(s)	synteOGID(s)	paternalDiploid	tetraploid	maternalDiploid	numSeqs_paternalDiploid	numSeqs_tetraploid	numSeqs_maternalDiploid	numSeqs_total	numSpecies	Assignment_Genome	Targeting	CyMIRA_interaction	CyMIRA_subInteraction	PHY_taxon_composition	PHY_top	PHY_BS_support	PHY_paternal_homeolog_in_tet	PHY_maternal_homeolog_in_tet
OG9004	Identical	OG0008489.0	OG0011416	Csuecicum_BBB06976	"AUR62000928,AUR62005042"	Cpallidicaule_CP008821	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62005042	AUR62000928
OG9005	Identical	OG0008490.0	OG0011417	Csuecicum_BBB06975	"AUR62000929,AUR62005041"	Cpallidicaule_CP008822	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62005041	AUR62000929
OG9006	Identical	OG0008491.0	OG0011412	Csuecicum_BBB06968	"AUR62000936,AUR62005032"	Cpallidicaule_CP008834	1	2	1	4	3	maternalDiploid	Mitochondria-targeted_Interacting	mt-Mitoribosome	mt-Mitoribosome-Small_Subunit	QUARTET	PASSED	-1	AUR62005032	AUR62000936
OG9007	Identical	OG0008492.0	OG0011411	Csuecicum_BBB06970	"AUR62000934,AUR62005035"	Cpallidicaule_CP008831	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62005035	AUR62000934
OG9008	Identical	OG0008493.0	OG0011410	Csuecicum_BBB09488	"AUR62000938,AUR62005029"	Cpallidicaule_CP008845	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62005029	AUR62000938
OG9009	Identical	OG0008494.0	OG0011408	Csuecicum_BBB09491	"AUR62000941,AUR62005026"	Cpallidicaule_CP008850	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62005026	AUR62000941
OG9010	Identical	OG0008495.0	OG0011405	Csuecicum_BBB09493	"AUR62000946,AUR62005024"	Cpallidicaule_CP008853	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62005024	AUR62000946
OG9011	Identical	OG0008496.0	OG0011406	Csuecicum_BBB09492	"AUR62000945,AUR62005025"	Cpallidicaule_CP008852	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62005025	AUR62000945
OG9012	Identical	OG0008497.0	OG0011401	Csuecicum_BBB09494	"AUR62000947,AUR62005022"	Cpallidicaule_CP008855	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62005022	AUR62000947
OG9013	Overlapping	OG0008498.0	OG0014093	Csuecicum_BBB11641	"AUR62000957,AUR62005011"	Cpallidicaule_CP013938	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	NOT_PASSED	39	unresolved	unresolved
OG9014	Identical	OG0008499.0	OG0011397	Csuecicum_BBB11642	"AUR62000956,AUR62005012"	Cpallidicaule_CP008865	1	2	1	4	3	maternalDiploid	Dual-targeted_Interacting	"mt-tRNA_Aminoacylation,pt-tRNA_Aminoacylation"	N/A	QUARTET	PASSED	-1	AUR62005012	AUR62000956
OG9015	Identical	OG0008500.0	OG0011396	Csuecicum_BBB11643	"AUR62000955,AUR62005013"	Cpallidicaule_CP008864	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62005013	AUR62000955
OG9016	Identical	OG0008501.0	OG0011403	Csuecicum_BBB09499	"AUR62000952,AUR62005016"	Cpallidicaule_CP008860	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62005016	AUR62000952
OG9017	Overlapping	OG0008502.0	OG0011394	"Csuecicum_BBB11640,Csuecicum_BBB11638"	"AUR62000958,AUR62005010"	Cpallidicaule_CP008866	2	2	1	5	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG9018	Identical	OG0008503.0	OG0011395	Csuecicum_BBB11634	"AUR62000961,AUR62005005"	Cpallidicaule_CP008870	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62005005	AUR62000961
OG9019	Identical	OG0008504.0	OG0011392	Csuecicum_BBB11637	"AUR62000959,AUR62005009"	Cpallidicaule_CP008868	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62005009	AUR62000959
OG9020	Identical	OG0008505.0	OG0011390	Csuecicum_BBB11632	"AUR62000963,AUR62005003"	Cpallidicaule_CP008872	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	97	AUR62005003	AUR62000963
OG9021	Identical	OG0008507.0	OG0011389	Csuecicum_BBB11121	"AUR62000967,AUR62004998"	Cpallidicaule_CP008875	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004998	AUR62000967
OG9022	Identical	OG0008509.0	OG0011388	Csuecicum_BBB11120	"AUR62000968,AUR62004997"	Cpallidicaule_CP008876	1	2	1	4	3	maternalDiploid	Plastid-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62004997	AUR62000968
OG9023	Identical	OG0008511.0	OG0011386	Csuecicum_BBB20063	"AUR62000974,AUR62004992"	Cpallidicaule_CP008882	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62004992	AUR62000974
OG9024	Identical	OG0008512.0	OG0011385	Csuecicum_BBB18130	"AUR62000975,AUR62004991"	Cpallidicaule_CP008883	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004991	AUR62000975
OG9025	Overlapping	"OG0008513.0,OG0003035.0"	OG0000277	"Csuecicum_BBB14347,Csuecicum_BBB17381,Csuecicum_BBB18131,Csuecicum_BBB17380"	"AUR62000978,AUR62004987,AUR62000976,AUR62000977,AUR62004988"	"Cpallidicaule_CP008887,Cpallidicaule_CP008886"	4	5	2	11	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG9026	Overlapping	OG0008515.0	OG0016802	Csuecicum_BBB14348	"AUR62000979,AUR62004986"	Cpallidicaule_CP008888	1	2	1	4	3	maternalDiploid	Plastid-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62004986	AUR62000979
OG9027	Identical	OG0008516.0	OG0011383	Csuecicum_BBB12815	"AUR62000985,AUR62004974"	Cpallidicaule_CP008894	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004974	AUR62000985
OG9028	Identical	OG0008517.0	OG0011382	Csuecicum_BBB12814	"AUR62000986,AUR62004973"	Cpallidicaule_CP008896	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004973	AUR62000986
OG9029	Identical	OG0008518.0	OG0011380	Csuecicum_BBB12003	"AUR62000993,AUR62004968"	Cpallidicaule_CP008902	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004968	AUR62000993
OG9030	Identical	OG0008519.0	OG0011379	Csuecicum_BBB12004	"AUR62000994,AUR62004967"	Cpallidicaule_CP008904	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004967	AUR62000994
OG9031	Identical	OG0008522.0	OG0011378	Csuecicum_BBB11525	"AUR62001006,AUR62004951"	Cpallidicaule_CP008919	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004951	AUR62001006
OG9032	Identical	OG0008523.0	OG0011376	Csuecicum_BBB11523	"AUR62001010,AUR62004948"	Cpallidicaule_CP008923	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004948	AUR62001010
OG9033	Identical	OG0008524.0	OG0011377	Csuecicum_BBB11524	"AUR62001007,AUR62004950"	Cpallidicaule_CP008920	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004950	AUR62001007
OG9034	Identical	OG0008525.0	OG0011375	Csuecicum_BBB19396	"AUR62001012,AUR62004947"	Cpallidicaule_CP008925	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004947	AUR62001012
OG9035	Identical	OG0008526.0	OG0011374	Csuecicum_BBB19395	"AUR62001013,AUR62004945"	Cpallidicaule_CP008926	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004945	AUR62001013
OG9036	Identical	OG0008527.0	OG0011373	Csuecicum_BBB12508	"AUR62001014,AUR62004944"	Cpallidicaule_CP008927	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004944	AUR62001014
OG9037	Identical	OG0008528.0	OG0011372	Csuecicum_BBB06652	"AUR62001019,AUR62004935"	Cpallidicaule_CP008933	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62004935	AUR62001019
OG9038	Identical	OG0008529.0	OG0011366	Csuecicum_BBB06644	"AUR62001024,AUR62004927"	Cpallidicaule_CP008938	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004927	AUR62001024
OG9039	Identical	OG0008530.0	OG0011368	Csuecicum_BBB06648	"AUR62001021,AUR62004931"	Cpallidicaule_CP008935	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004931	AUR62001021
OG9040	Identical	OG0008531.0	OG0011367	Csuecicum_BBB06645	"AUR62001023,AUR62004928"	Cpallidicaule_CP008937	1	2	1	4	3	maternalDiploid	Plastid-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62004928	AUR62001023
OG9041	Overlapping	OG0008532.0	OG0011365	"Csuecicum_BBB06638,Csuecicum_BBB06636"	"AUR62001034,AUR62004921"	Cpallidicaule_CP008943	2	2	1	5	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG9042	Identical	OG0008534.0	OG0011362	Csuecicum_BBB06634	"AUR62001037,AUR62004919"	Cpallidicaule_CP008947	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004919	AUR62001037
OG9043	Identical	OG0008535.0	OG0011360	Csuecicum_BBB11186	"AUR62001044,AUR62004911"	Cpallidicaule_CP008954	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004911	AUR62001044
OG9044	Identical	OG0008536.0	OG0011355	Csuecicum_BBB18102	"AUR62001049,AUR62004902"	Cpallidicaule_CP008961	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004902	AUR62001049
OG9045	Identical	OG0008537.0	OG0011354	Csuecicum_BBB15121	"AUR62001051,AUR62004901"	Cpallidicaule_CP008962	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004901	AUR62001051
OG9046	Identical	OG0008538.0	OG0011356	Csuecicum_BBB15122	"AUR62001052,AUR62004900"	Cpallidicaule_CP008963	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004900	AUR62001052
OG9047	Identical	OG0008539.0	OG0011350	Csuecicum_BBB15128	"AUR62001058,AUR62004894"	Cpallidicaule_CP008970	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004894	AUR62001058
OG9048	Identical	OG0008540.0	OG0011353	Csuecicum_BBB14619	"AUR62001059,AUR62004893"	Cpallidicaule_CP008973	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004893	AUR62001059
OG9049	Identical	OG0008541.0	OG0011349	Csuecicum_BBB11226	"AUR62001061,AUR62004890"	Cpallidicaule_CP008974	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004890	AUR62001061
OG9050	Identical	OG0008542.0	OG0011347	Csuecicum_BBB15234	"AUR62001066,AUR62004887"	Cpallidicaule_CP008978	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	-1	AUR62004887	AUR62001066
OG9051	Identical	OG0008543.0	OG0011345	Csuecicum_BBB15233	"AUR62001076,AUR62004883"	Cpallidicaule_CP008979	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004883	AUR62001076
OG9052	Overlapping	OG0008544.0	OG0014081	Csuecicum_BBB20499	"AUR62001078,AUR62004882"	Cpallidicaule_CP008982	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004882	AUR62001078
OG9053	Identical	OG0008545.0	OG0011343	Csuecicum_BBB20498	"AUR62001079,AUR62004881"	Cpallidicaule_CP008983	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62004881	AUR62001079
OG9054	Ortho1-specific	OG0008546.0	N/A	Csuecicum_BBB21803	"AUR62001082,AUR62004878"	Cpallidicaule_CP008986	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	-1	AUR62004878	AUR62001082
OG9055	Identical	OG0008547.0	OG0006744	Csuecicum_BBB13756	"AUR62024973,AUR62042184"	Cpallidicaule_CP020447	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62042184	AUR62024973
OG9056	Identical	OG0008548.0	OG0006653	Csuecicum_BBB19440	"AUR62024963,AUR62042191"	Cpallidicaule_CP020438	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62042191	AUR62024963
OG9057	Identical	OG0008549.0	OG0006654	Csuecicum_BBB19439	"AUR62024962,AUR62042192"	Cpallidicaule_CP020437	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62042192	AUR62024962
OG9058	Identical	OG0008550.0	OG0006578	Csuecicum_BBB16653	"AUR62024960,AUR62042196"	Cpallidicaule_CP020435	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62042196	AUR62024960
OG9059	Identical	OG0008551.0	OG0006445	Csuecicum_BBB14604	"AUR62034104,AUR62041274"	Cpallidicaule_CP009516	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62034104	AUR62041274
OG9060	Identical	OG0008552.0	OG0006447	Csuecicum_BBB14605	"AUR62034105,AUR62041275"	Cpallidicaule_CP009515	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62034105	AUR62041275
OG9061	Overlapping	OG0008553.0	OG0012602	Csuecicum_BBB15818	"AUR62034111,AUR62041279"	Cpallidicaule_CP010348	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62034111	AUR62041279
OG9062	Identical	OG0008554.0	OG0006468	Csuecicum_BBB15819	"AUR62034110,AUR62041278"	Cpallidicaule_CP009513	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62034110	AUR62041278
OG9063	Overlapping	OG0008555.0	OG0001624	Csuecicum_BBB15609	"AUR62034114,AUR62041281"	"Cpallidicaule_CP009432,Cpallidicaule_CP009504"	1	2	2	5	3	maternalDiploid	Mitochondria-targeted_Interacting	mt-PPR	N/A	NA	NA	NA	NA	NA
OG9064	Identical	OG0008556.0	OG0006461	Csuecicum_BBB15610	"AUR62034115,AUR62041284"	Cpallidicaule_CP009436	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62034115	AUR62041284
OG9065	Overlapping	OG0008557.0	OG0012631	Csuecicum_BBB20570	"AUR62034119,AUR62041286"	Cpallidicaule_CP009402	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62034119	AUR62041286
OG9066	Identical	OG0008559.0	OG0006466	Csuecicum_BBB15316	"AUR62034127,AUR62041290"	Cpallidicaule_CP009499	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62034127	AUR62041290
OG9067	Overlapping	OG0008560.0	OG0014144	Csuecicum_BBB18667	"AUR62019722,AUR62034139"	Cpallidicaule_CP009406	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62034139	AUR62019722
OG9068	Overlapping	OG0008561.0	"OG0016470,OG0015083"	Csuecicum_BBB20403	"AUR62016250,AUR62034151"	Cpallidicaule_CP012861	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62034151	AUR62016250
OG9069	Identical	OG0008562.0	OG0006470	Csuecicum_BBB16631	"AUR62034171,AUR62041549"	Cpallidicaule_CP009195	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62034171	AUR62041549
OG9070	Overlapping	OG0008564.0	OG0012603	Csuecicum_BBB16446	"AUR62034179,AUR62041559,AUR62034180"	Cpallidicaule_CP009232	1	3	1	5	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG9071	Overlapping	OG0008565.0	OG0013987	Csuecicum_BBB19816	"AUR62034188,AUR62042086"	Cpallidicaule_CP009215	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62034188	AUR62042086
OG9072	Identical	OG0008566.0	OG0010928	Csuecicum_BBB15603	"AUR62019429,AUR62039206"	Cpallidicaule_CP009758	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62039206	AUR62019429
OG9073	Identical	OG0008567.0	OG0010927	Csuecicum_BBB15604	"AUR62019430,AUR62039205"	Cpallidicaule_CP009755	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62039205	AUR62019430
OG9074	Identical	OG0008568.0	OG0010925	Csuecicum_BBB10759	"AUR62019433,AUR62039201"	Cpallidicaule_CP009749	1	2	1	4	3	maternalDiploid	Plastid-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62039201	AUR62019433
OG9075	Identical	OG0008569.0	OG0010924	Csuecicum_BBB10762	"AUR62019435,AUR62039199"	Cpallidicaule_CP009746	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62039199	AUR62019435
OG9076	Identical	OG0008570.0	OG0010922	Csuecicum_BBB20072	"AUR62019438,AUR62039192"	Cpallidicaule_CP009742	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62039192	AUR62019438
OG9077	Identical	OG0008571.0	OG0010919	Csuecicum_BBB19031	"AUR62019440,AUR62039190"	Cpallidicaule_CP009739	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62039190	AUR62019440
OG9078	Identical	OG0008572.0	OG0010920	Csuecicum_BBB21378	"AUR62019437,AUR62039195"	Cpallidicaule_CP009743	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62039195	AUR62019437
OG9079	Identical	OG0008573.0	OG0010921	Csuecicum_BBB20071	"AUR62019439,AUR62039191"	Cpallidicaule_CP009741	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	-1	AUR62039191	AUR62019439
OG9080	Identical	OG0008574.0	OG0010918	Csuecicum_BBB16142	"AUR62019444,AUR62039187"	Cpallidicaule_CP009737	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62039187	AUR62019444
OG9081	Identical	OG0008575.0	OG0010909	Csuecicum_BBB11018	"AUR62019446,AUR62036178"	Cpallidicaule_CP009730	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036178	AUR62019446
OG9082	Identical	OG0008577.0	OG0010904	Csuecicum_BBB11741	"AUR62019459,AUR62036171"	Cpallidicaule_CP009722	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036171	AUR62019459
OG9083	Identical	OG0008578.0	OG0010901	Csuecicum_BBB16082	"AUR62019458,AUR62036172"	Cpallidicaule_CP009723	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036172	AUR62019458
OG9084	Identical	OG0008579.0	OG0010902	Csuecicum_BBB16081	"AUR62019457,AUR62036173"	Cpallidicaule_CP009724	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036173	AUR62019457
OG9085	Identical	OG0008580.0	OG0010903	Csuecicum_BBB11740	"AUR62019460,AUR62036170"	Cpallidicaule_CP009721	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036170	AUR62019460
OG9086	Identical	OG0008581.0	OG0010897	Csuecicum_BBB11736	"AUR62019468,AUR62036164"	Cpallidicaule_CP009712	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036164	AUR62019468
OG9087	Identical	OG0008582.0	OG0010899	Csuecicum_BBB11737	"AUR62019467,AUR62036165"	Cpallidicaule_CP009714	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036165	AUR62019467
OG9088	Identical	OG0008584.0	OG0010900	Csuecicum_BBB20340	"AUR62019471,AUR62036162"	Cpallidicaule_CP009707	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036162	AUR62019471
OG9089	Identical	OG0008585.0	OG0010898	Csuecicum_BBB20341	"AUR62019472,AUR62036161"	Cpallidicaule_CP009706	1	2	1	4	3	maternalDiploid	Plastid-targeted_Interacting	pt-Chlororibosome	pt-Chlororibosome-Small_Subunit	QUARTET	PASSED	100	AUR62036161	AUR62019472
OG9090	Identical	OG0008586.0	OG0010895	Csuecicum_BBB19030	"AUR62019473,AUR62036159"	Cpallidicaule_CP009705	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036159	AUR62019473
OG9091	Identical	OG0008587.0	OG0010894	Csuecicum_BBB18180	"AUR62019477,AUR62036158"	Cpallidicaule_CP009704	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036158	AUR62019477
OG9092	Identical	OG0008588.0	OG0010896	Csuecicum_BBB18181	"AUR62019478,AUR62036157"	Cpallidicaule_CP009703	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036157	AUR62019478
OG9093	Identical	OG0008589.0	OG0010893	Csuecicum_BBB17286	"AUR62019482,AUR62036152"	Cpallidicaule_CP009697	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036152	AUR62019482
OG9094	Identical	OG0008590.0	OG0010890	Csuecicum_BBB16662	"AUR62019480,AUR62036154"	Cpallidicaule_CP009700	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036154	AUR62019480
OG9095	Identical	OG0008591.0	OG0010891	Csuecicum_BBB16663	"AUR62019481,AUR62036153"	Cpallidicaule_CP009698	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036153	AUR62019481
OG9096	Overlapping	"OG0008592.0,OG0001749.0"	"OG0016843,OG0006337"	"Csuecicum_BBB10687,Csuecicum_BBB10055,Csuecicum_BBB11180,Csuecicum_BBB18736"	"AUR62019483,AUR62030502,AUR62019485,AUR62034229,AUR62034616,AUR62030791"	"Cpallidicaule_CP009696,Cpallidicaule_CP001045"	4	6	2	12	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	NA	NA	NA	NA	NA
OG9097	Identical	OG0008593.0	OG0010888	Csuecicum_BBB16421	"AUR62019488,AUR62036148"	Cpallidicaule_CP009693	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036148	AUR62019488
OG9098	Identical	OG0008594.0	OG0010889	Csuecicum_BBB16420	"AUR62019487,AUR62036149"	Cpallidicaule_CP009694	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62036149	AUR62019487
OG9099	Overlapping	OG0008595.0	OG0013997	Csuecicum_BBB20806	"AUR62019490,AUR62036146"	Cpallidicaule_CP009692	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036146	AUR62019490
OG9100	Identical	OG0008596.0	OG0010886	Csuecicum_BBB17269	"AUR62019491,AUR62036145"	Cpallidicaule_CP009689	1	2	1	4	3	maternalDiploid	Plastid-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62036145	AUR62019491
OG9101	Identical	OG0008597.0	OG0010887	Csuecicum_BBB13894	"AUR62019500,AUR62036136"	Cpallidicaule_CP009679	1	2	1	4	3	maternalDiploid	Mitochondria-targeted_Interacting	mt-PPR	N/A	QUARTET	PASSED	100	AUR62036136	AUR62019500
OG9102	Identical	OG0008598.0	OG0010882	Csuecicum_BBB16316	"AUR62019503,AUR62036135"	Cpallidicaule_CP009677	1	2	1	4	3	maternalDiploid	Dual-targeted_Non-interacting	No	N/A	QUARTET	PASSED	100	AUR62036135	AUR62019503
OG9103	Identical	OG0008599.0	OG0010880	Csuecicum_BBB18335	"AUR62019505,AUR62036130"	Cpallidicaule_CP009674	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036130	AUR62019505
OG9104	Overlapping	OG0008600.0	OG0013994	Csuecicum_BBB21185	"AUR62019511,AUR62036128"	Cpallidicaule_CP009220	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036128	AUR62019511
OG9105	Identical	OG0008601.0	OG0010879	Csuecicum_BBB07290	"AUR62019513,AUR62036125"	Cpallidicaule_CP009672	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	100	AUR62036125	AUR62019513
OG9106	Identical	OG0008602.0	OG0010878	Csuecicum_BBB21219	"AUR62019518,AUR62036121"	Cpallidicaule_CP009669	1	2	1	4	3	maternalDiploid	Not-organelle-targeted	N/A	N/A	QUARTET	PASSED	90	AUR62036121	AUR62019518
